player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Daniel Rahimi (D),Linköping HC,51,3,11,14,0.27,84,4,https://www.eliteprospects.com/player/3856/daniel-rahimi,2015-2016,shl,Daniel Rahimi (D),D
Calle Rosén (D),Växjö Lakers HC,52,3,11,14,0.27,4,2,https://www.eliteprospects.com/player/37021/calle-rosen,2015-2016,shl,Calle Rosén (D),D
Ville Leino (LW/RW),Växjö Lakers HC,17,2,12,14,0.82,2,5,https://www.eliteprospects.com/player/7418/ville-leino,2015-2016,shl,Ville Leino (LW/RW),LW/RW
Jonathan Sigalet (D),Luleå HF,46,2,12,14,0.30,22,2,https://www.eliteprospects.com/player/9485/jonathan-sigalet,2015-2016,shl,Jonathan Sigalet (D),D
Martin Røymark (LW/RW),Färjestad BK,52,2,12,14,0.27,6,9,https://www.eliteprospects.com/player/17055/martin-roymark,2015-2016,shl,Martin Røymark (LW/RW),LW/RW
Ville Varakas (D),Växjö Lakers HC,51,1,13,14,0.27,34,19,https://www.eliteprospects.com/player/7409/ville-varakas,2015-2016,shl,Ville Varakas (D),D
Anton Bengtsson (C),HV71,50,7,6,13,0.26,14,-1,https://www.eliteprospects.com/player/16796/anton-bengtsson,2015-2016,shl,Anton Bengtsson (C),C
Kyle Wilson (C),MODO Hockey,22,5,8,13,0.59,41,-6,https://www.eliteprospects.com/player/11750/kyle-wilson,2015-2016,shl,Kyle Wilson (C),C
Rickard Wallin (C),Färjestad BK,49,4,9,13,0.27,28,1,https://www.eliteprospects.com/player/114/rickard-wallin,2015-2016,shl,Rickard Wallin (C),C
Linus Fröberg (C),Växjö Lakers HC,52,3,10,13,0.25,4,-7,https://www.eliteprospects.com/player/24983/linus-froberg,2015-2016,shl,Linus Fröberg (C),C
Oscar Hedman (D),MODO Hockey,52,3,10,13,0.25,12,-7,https://www.eliteprospects.com/player/1950/oscar-hedman,2015-2016,shl,Oscar Hedman (D),D
Mathias Porseland (D),Brynäs IF,50,2,11,13,0.26,18,-12,https://www.eliteprospects.com/player/2455/mathias-porseland,2015-2016,shl,Mathias Porseland (D),D
Anton Grundel (D),Karlskrona HK,37,1,12,13,0.35,14,-15,https://www.eliteprospects.com/player/7237/anton-grundel,2015-2016,shl,Anton Grundel (D),D
Kristofer Berglund (D),HV71,40,1,12,13,0.33,10,2,https://www.eliteprospects.com/player/3705/kristofer-berglund,2015-2016,shl,Kristofer Berglund (D),D
Teemu Laine (LW),HV71,15,7,5,12,0.80,22,9,https://www.eliteprospects.com/player/3183/teemu-laine,2015-2016,shl,Teemu Laine (LW),LW
Johan Forsberg (RW),Luleå HF,52,7,5,12,0.23,12,8,https://www.eliteprospects.com/player/4328/johan-forsberg,2015-2016,shl,Johan Forsberg (RW),RW
Jimmy Andersson (LW),Karlskrona HK,50,6,6,12,0.24,14,-16,https://www.eliteprospects.com/player/5501/jimmy-andersson,2015-2016,shl,Jimmy Andersson (LW),LW
Henrik Törnqvist (RW),Linköping HC,52,6,6,12,0.23,10,-7,https://www.eliteprospects.com/player/86363/henrik-tornqvist,2015-2016,shl,Henrik Törnqvist (RW),RW
Erik Josefsson (C),Växjö Lakers HC,52,6,6,12,0.23,12,-2,https://www.eliteprospects.com/player/5750/erik-josefsson,2015-2016,shl,Erik Josefsson (C),C
Travis Turnbull (C),Färjestad BK,23,5,7,12,0.52,18,0,https://www.eliteprospects.com/player/33251/travis-turnbull,2015-2016,shl,Travis Turnbull (C),C
Rasmus Asplund (C/W),Färjestad BK,46,4,8,12,0.26,16,10,https://www.eliteprospects.com/player/139616/rasmus-asplund,2015-2016,shl,Rasmus Asplund (C/W),C/W
Karl Fabricius (LW),Luleå HF,47,4,8,12,0.26,6,4,https://www.eliteprospects.com/player/182/karl-fabricius,2015-2016,shl,Karl Fabricius (LW),LW
Jere Karalahti (D),HV71,36,3,9,12,0.33,72,1,https://www.eliteprospects.com/player/3317/jere-karalahti,2015-2016,shl,Jere Karalahti (D),D
Derek Meech (D),Malmö Redhawks,37,3,9,12,0.32,14,-4,https://www.eliteprospects.com/player/9506/derek-meech,2015-2016,shl,Derek Meech (D),D
Eric Himelfarb (C),Malmö Redhawks,38,2,10,12,0.32,20,-4,https://www.eliteprospects.com/player/11761/eric-himelfarb,2015-2016,shl,Eric Himelfarb (C),C
Tomas Skogs (D),Färjestad BK,38,2,10,12,0.32,24,10,https://www.eliteprospects.com/player/598/tomas-skogs,2015-2016,shl,Tomas Skogs (D),D
Eric Martinsson (D),Växjö Lakers HC,50,2,10,12,0.24,57,-1,https://www.eliteprospects.com/player/21459/eric-martinsson,2015-2016,shl,Eric Martinsson (D),D
Daniel Mannberg (RW),Brynäs IF,42,7,4,11,0.26,20,10,https://www.eliteprospects.com/player/10397/daniel-mannberg,2015-2016,shl,Daniel Mannberg (RW),RW
Christoffer Törngren (LW/RW),HV71,46,5,6,11,0.24,16,0,https://www.eliteprospects.com/player/37025/christoffer-torngren,2015-2016,shl,Christoffer Törngren (LW/RW),LW/RW
Anders Eriksson (C/RW),Örebro HK,49,5,6,11,0.22,28,-2,https://www.eliteprospects.com/player/2458/anders-eriksson,2015-2016,shl,Anders Eriksson (C/RW),C/RW
Ilari Melart (D),Luleå HF,48,4,7,11,0.23,79,4,https://www.eliteprospects.com/player/11374/ilari-melart,2015-2016,shl,Ilari Melart (D),D
Jan Sandström (D),Luleå HF,51,4,7,11,0.22,24,8,https://www.eliteprospects.com/player/175/jan-sandstrom,2015-2016,shl,Jan Sandström (D),D
Pär Arlbrandt (RW),HV71,15,3,8,11,0.73,8,-1,https://www.eliteprospects.com/player/825/par-arlbrandt,2015-2016,shl,Pär Arlbrandt (RW),RW
Toni Kähkönen (LW/RW),Karlskrona HK,46,0,11,11,0.24,16,-2,https://www.eliteprospects.com/player/10160/toni-kahkonen,2015-2016,shl,Toni Kähkönen (LW/RW),LW/RW
Erik Andersson (D),Malmö Redhawks,36,3,7,10,0.28,4,2,https://www.eliteprospects.com/player/973/erik-andersson,2015-2016,shl,Erik Andersson (D),D
Henrik Hetta (LW/C),Malmö Redhawks,40,3,7,10,0.25,31,-4,https://www.eliteprospects.com/player/6835/henrik-hetta,2015-2016,shl,Henrik Hetta (LW/C),LW/C
Almen Bibic (D),Rögle BK,45,2,8,10,0.22,61,2,https://www.eliteprospects.com/player/29611/almen-bibic,2015-2016,shl,Almen Bibic (D),D
Johan Ivarsson (D),Malmö Redhawks,46,2,8,10,0.22,20,-12,https://www.eliteprospects.com/player/67214/johan-ivarsson,2015-2016,shl,Johan Ivarsson (D),D
Emil Johansson (D),HV71,50,2,8,10,0.20,12,2,https://www.eliteprospects.com/player/79498/emil-johansson,2015-2016,shl,Emil Johansson (D),D
Magnus Häggström (RW/C),Malmö Redhawks,51,2,8,10,0.20,8,-9,https://www.eliteprospects.com/player/10176/magnus-haggstrom,2015-2016,shl,Magnus Häggström (RW/C),RW/C
Robin Gartner (D),Karlskrona HK,52,2,8,10,0.19,10,-20,https://www.eliteprospects.com/player/4508/robin-gartner,2015-2016,shl,Robin Gartner (D),D
Shaun Heshka (D),MODO Hockey,50,1,9,10,0.20,14,-3,https://www.eliteprospects.com/player/8606/shaun-heshka,2015-2016,shl,Shaun Heshka (D),D
Gustav Rydahl (C),Växjö Lakers HC,51,7,2,9,0.18,10,2,https://www.eliteprospects.com/player/33357/gustav-rydahl,2015-2016,shl,Gustav Rydahl (C),C
Vilmos Galló (LW/RW),Linköping HC,41,5,4,9,0.22,12,10,https://www.eliteprospects.com/player/367/vilmos-gallo,2015-2016,shl,Vilmos Galló (LW/RW),LW/RW
Emil Lundberg (LW/RW),Djurgårdens IF,46,5,4,9,0.20,4,2,https://www.eliteprospects.com/player/22202/emil-lundberg,2015-2016,shl,Emil Lundberg (LW/RW),LW/RW
Lucas Carlsson (D),Brynäs IF,35,4,5,9,0.26,8,-4,https://www.eliteprospects.com/player/212334/lucas-carlsson,2015-2016,shl,Lucas Carlsson (D),D
Sondre Olden (LW/RW),Brynäs IF,37,4,5,9,0.24,4,0,https://www.eliteprospects.com/player/27945/sondre-olden,2015-2016,shl,Sondre Olden (LW/RW),LW/RW
Daniel Sylwander (C/LW),Rögle BK,47,4,5,9,0.19,22,1,https://www.eliteprospects.com/player/21467/daniel-sylwander,2015-2016,shl,Daniel Sylwander (C/LW),C/LW
Teemu Laakso (D),Växjö Lakers HC,28,3,6,9,0.32,24,6,https://www.eliteprospects.com/player/4417/teemu-laakso,2015-2016,shl,Teemu Laakso (D),D
Ivan Baranka (D),Rögle BK,40,3,6,9,0.23,20,-16,https://www.eliteprospects.com/player/9654/ivan-baranka,2015-2016,shl,Ivan Baranka (D),D
Henrik Nilsson (D),Karlskrona HK,42,3,6,9,0.21,32,-14,https://www.eliteprospects.com/player/13024/henrik-nilsson,2015-2016,shl,Henrik Nilsson (D),D
Bobbo Petersson (D),Örebro HK,37,2,7,9,0.24,10,4,https://www.eliteprospects.com/player/13136/bobbo-petersson,2015-2016,shl,Bobbo Petersson (D),D
Mikael Wikstrand (D),Färjestad BK,17,1,8,9,0.53,6,7,https://www.eliteprospects.com/player/28992/mikael-wikstrand,2015-2016,shl,Mikael Wikstrand (D),D
Fredrik Lindgren (D),Skellefteå AIK,41,1,8,9,0.22,18,14,https://www.eliteprospects.com/player/881/fredrik-lindgren,2015-2016,shl,Fredrik Lindgren (D),D
Gabriel Carlsson (D),Linköping HC,45,1,8,9,0.20,2,4,https://www.eliteprospects.com/player/187919/gabriel-carlsson,2015-2016,shl,Gabriel Carlsson (D),D
Viktor Ekbom (D),Örebro HK,48,1,8,9,0.19,16,2,https://www.eliteprospects.com/player/4996/viktor-ekbom,2015-2016,shl,Viktor Ekbom (D),D
Axel Ottosson (C/LW),MODO Hockey,49,1,8,9,0.18,12,-7,https://www.eliteprospects.com/player/438/axel-ottosson,2015-2016,shl,Axel Ottosson (C/LW),C/LW
Stefan Warg (D),Malmö Redhawks,48,0,9,9,0.19,20,-4,https://www.eliteprospects.com/player/6870/stefan-warg,2015-2016,shl,Stefan Warg (D),D
Antti Tyrväinen (W/C),Färjestad BK,19,5,3,8,0.42,22,3,https://www.eliteprospects.com/player/11386/antti-tyrvainen,2015-2016,shl,Antti Tyrväinen (W/C),W/C
Kristoffer Söder (C),Karlskrona HK,52,5,3,8,0.15,10,-14,https://www.eliteprospects.com/player/11174/kristoffer-soder,2015-2016,shl,Kristoffer Söder (C),C
Christopher Mastomäki (C),Luleå HF,47,4,4,8,0.17,12,12,https://www.eliteprospects.com/player/187855/christopher-mastomaki,2015-2016,shl,Christopher Mastomäki (C),C
David Åslin (LW/C),Rögle BK,50,4,4,8,0.16,18,-3,https://www.eliteprospects.com/player/6555/david-aslin,2015-2016,shl,David Åslin (LW/C),LW/C
Anton Karlsson (D),Linköping HC,50,4,4,8,0.16,18,2,https://www.eliteprospects.com/player/29695/anton-karlsson,2015-2016,shl,Anton Karlsson (D),D
Niklas Arell (D),Färjestad BK,50,4,4,8,0.16,22,7,https://www.eliteprospects.com/player/10048/niklas-arell,2015-2016,shl,Niklas Arell (D),D
Kristian Jakobsson (LW/RW),MODO Hockey,26,3,5,8,0.31,2,-2,https://www.eliteprospects.com/player/86315/kristian-jakobsson,2015-2016,shl,Kristian Jakobsson (LW/RW),LW/RW
Erik Andersson (W/C),HV71,52,3,5,8,0.15,6,3,https://www.eliteprospects.com/player/34229/erik-andersson,2015-2016,shl,Erik Andersson (W/C),W/C
Sebastian Ohlsson (LW/RW),Skellefteå AIK,43,2,6,8,0.19,4,3,https://www.eliteprospects.com/player/187813/sebastian-ohlsson,2015-2016,shl,Sebastian Ohlsson (LW/RW),LW/RW
Elias Fälth (D),Frölunda HC,47,2,6,8,0.17,42,9,https://www.eliteprospects.com/player/1040/elias-falth,2015-2016,shl,Elias Fälth (D),D
Pontus Petterström (W/C),Skellefteå AIK,48,2,6,8,0.17,6,10,https://www.eliteprospects.com/player/936/pontus-petterstrom,2015-2016,shl,Pontus Petterström (W/C),W/C
Robin Norell (D),Djurgårdens IF,51,2,6,8,0.16,16,1,https://www.eliteprospects.com/player/38721/robin-norell,2015-2016,shl,Robin Norell (D),D
Ilari Filppula (C),MODO Hockey,15,1,7,8,0.53,4,-6,https://www.eliteprospects.com/player/7462/ilari-filppula,2015-2016,shl,Ilari Filppula (C),C
Petr Vrána (C),Brynäs IF,26,1,7,8,0.31,10,-12,https://www.eliteprospects.com/player/9633/petr-vrana,2015-2016,shl,Petr Vrána (C),C
Daniel Gunnarsson (D),totals,50,1,7,8,0.16,14,-6,https://www.eliteprospects.com/player/13319/daniel-gunnarsson,2015-2016,shl,Daniel Gunnarsson (D),D
Carl Dahlström (D),Linköping HC,50,1,7,8,0.16,14,11,https://www.eliteprospects.com/player/85666/carl-dahlstrom,2015-2016,shl,Carl Dahlström (D),D
Adam Brodecki (RW/LW),Brynäs IF,52,1,7,8,0.15,8,-4,https://www.eliteprospects.com/player/38747/adam-brodecki,2015-2016,shl,Adam Brodecki (RW/LW),RW/LW
Marcus Oskarsson (D),Luleå HF,42,0,8,8,0.19,4,4,https://www.eliteprospects.com/player/19832/marcus-oskarsson,2015-2016,shl,Marcus Oskarsson (D),D
Joonas Jalvanti (D),Örebro HK,49,0,8,8,0.16,6,0,https://www.eliteprospects.com/player/7951/joonas-jalvanti,2015-2016,shl,Joonas Jalvanti (D),D
Peter Öberg (W/C),MODO Hockey,29,4,3,7,0.24,8,-4,https://www.eliteprospects.com/player/238/peter-oberg,2015-2016,shl,Peter Öberg (W/C),W/C
Arvid Lundberg (D),Skellefteå AIK,46,4,3,7,0.15,4,11,https://www.eliteprospects.com/player/39021/arvid-lundberg,2015-2016,shl,Arvid Lundberg (D),D
Sebastian Karlsson (C),Linköping HC,48,4,3,7,0.15,18,-5,https://www.eliteprospects.com/player/1282/sebastian-karlsson,2015-2016,shl,Sebastian Karlsson (C),C
Mathias Tjärnqvist (LW/RW),Malmö Redhawks,15,3,4,7,0.47,6,0,https://www.eliteprospects.com/player/89/mathias-tjarnqvist,2015-2016,shl,Mathias Tjärnqvist (LW/RW),LW/RW
Lennart Petrell (LW/RW),Luleå HF,32,3,4,7,0.22,8,0,https://www.eliteprospects.com/player/4279/lennart-petrell,2015-2016,shl,Lennart Petrell (LW/RW),LW/RW
Johan Olofsson (RW),Färjestad BK,40,3,4,7,0.18,6,3,https://www.eliteprospects.com/player/25919/johan-olofsson,2015-2016,shl,Johan Olofsson (RW),RW
Mikael Ahlén (RW),Djurgårdens IF,46,3,4,7,0.15,56,-7,https://www.eliteprospects.com/player/3693/mikael-ahlen,2015-2016,shl,Mikael Ahlén (RW),RW
Christoffer Forsberg (C),Malmö Redhawks,50,3,4,7,0.14,6,-8,https://www.eliteprospects.com/player/40860/christoffer-forsberg,2015-2016,shl,Christoffer Forsberg (C),C
Alexander Wiklund (LW/RW),Karlskrona HK,52,3,4,7,0.13,22,-22,https://www.eliteprospects.com/player/7077/alexander-wiklund,2015-2016,shl,Alexander Wiklund (LW/RW),LW/RW
Philip Holm (D),Djurgårdens IF,43,2,5,7,0.16,51,7,https://www.eliteprospects.com/player/11070/philip-holm,2015-2016,shl,Philip Holm (D),D
Marcus Pettersson (D),Skellefteå AIK,46,2,5,7,0.15,10,17,https://www.eliteprospects.com/player/86321/marcus-pettersson,2015-2016,shl,Marcus Pettersson (D),D
Adam Burish (RW/LW),totals,22,1,6,7,0.32,14,-4,https://www.eliteprospects.com/player/10196/adam-burish,2015-2016,shl,Adam Burish (RW/LW),RW/LW
Tom Nilsson (D),Frölunda HC,37,1,6,7,0.19,34,9,https://www.eliteprospects.com/player/33189/tom-nilsson,2015-2016,shl,Tom Nilsson (D),D
Johan Motin (D),Örebro HK,48,1,6,7,0.15,41,0,https://www.eliteprospects.com/player/6953/johan-motin,2015-2016,shl,Johan Motin (D),D
Patrick Dwyer (RW),MODO Hockey,33,0,7,7,0.21,6,-10,https://www.eliteprospects.com/player/10409/patrick-dwyer,2015-2016,shl,Patrick Dwyer (RW),RW
Mattias Persson (LW/RW),Malmö Redhawks,24,5,1,6,0.25,6,-5,https://www.eliteprospects.com/player/2372/mattias-persson,2015-2016,shl,Mattias Persson (LW/RW),LW/RW
Felix Schütz (C/W),Rögle BK,11,4,2,6,0.55,0,-3,https://www.eliteprospects.com/player/10613/felix-schutz,2015-2016,shl,Felix Schütz (C/W),C/W
Sakari Salminen (RW/LW),Växjö Lakers HC,12,4,2,6,0.50,6,0,https://www.eliteprospects.com/player/13635/sakari-salminen,2015-2016,shl,Sakari Salminen (RW/LW),RW/LW
Bill Sweatt (LW),Luleå HF,24,4,2,6,0.25,49,-2,https://www.eliteprospects.com/player/9322/bill-sweatt,2015-2016,shl,Bill Sweatt (LW),LW
Anton Blomberg (D),Linköping HC,45,3,3,6,0.13,12,-6,https://www.eliteprospects.com/player/44079/anton-blomberg,2015-2016,shl,Anton Blomberg (D),D
Ted Brithén (C),HV71,24,2,4,6,0.25,2,-4,https://www.eliteprospects.com/player/13351/ted-brithen,2015-2016,shl,Ted Brithén (C),C
Henrik Löwdahl (C),Örebro HK,36,2,4,6,0.17,12,-7,https://www.eliteprospects.com/player/810/henrik-lowdahl,2015-2016,shl,Henrik Löwdahl (C),C
Andreas Englund (D),Djurgårdens IF,46,2,4,6,0.13,36,5,https://www.eliteprospects.com/player/115148/andreas-englund,2015-2016,shl,Andreas Englund (D),D
Lawrence Pilut (D),HV71,21,1,5,6,0.29,4,5,https://www.eliteprospects.com/player/84938/lawrence-pilut,2015-2016,shl,Lawrence Pilut (D),D
Oskar Steen (C/RW),Färjestad BK,17,0,6,6,0.35,4,8,https://www.eliteprospects.com/player/212666/oskar-steen,2015-2016,shl,Oskar Steen (C/RW),C/RW
Ole-Kristian Tollefsen (D),Färjestad BK,40,0,6,6,0.15,55,-3,https://www.eliteprospects.com/player/3214/ole-kristian-tollefsen,2015-2016,shl,Ole-Kristian Tollefsen (D),D
Jörgen Sundqvist (D),Brynäs IF,47,0,6,6,0.13,20,-7,https://www.eliteprospects.com/player/341/jorgen-sundqvist,2015-2016,shl,Jörgen Sundqvist (D),D
Alexander Urbom (D),Skellefteå AIK,47,0,6,6,0.13,75,5,https://www.eliteprospects.com/player/7045/alexander-urbom,2015-2016,shl,Alexander Urbom (D),D
Byron Ritchie (C/LW),MODO Hockey,16,3,2,5,0.31,2,-2,https://www.eliteprospects.com/player/4520/byron-ritchie,2015-2016,shl,Byron Ritchie (C/LW),C/LW
Johan Alcén (LW/RW),Brynäs IF,50,3,2,5,0.10,34,-8,https://www.eliteprospects.com/player/3415/johan-alcen,2015-2016,shl,Johan Alcén (LW/RW),LW/RW
Ryan O'Byrne (D),HV71,28,2,3,5,0.18,78,-3,https://www.eliteprospects.com/player/11722/ryan-o-byrne,2015-2016,shl,Ryan O'Byrne (D),D
Mattias Nørstebø (D),Brynäs IF,31,2,3,5,0.16,6,-4,https://www.eliteprospects.com/player/118177/mattias-norstebo,2015-2016,shl,Mattias Nørstebø (D),D
Niclas Lundgren (D),Växjö Lakers HC,35,2,3,5,0.14,2,3,https://www.eliteprospects.com/player/5661/niclas-lundgren,2015-2016,shl,Niclas Lundgren (D),D
Joel Kwiatkowski (D),MODO Hockey,42,2,3,5,0.12,30,-9,https://www.eliteprospects.com/player/9024/joel-kwiatkowski,2015-2016,shl,Joel Kwiatkowski (D),D
Peter Andersson (D),Örebro HK,44,2,3,5,0.11,18,2,https://www.eliteprospects.com/player/10071/peter-andersson,2015-2016,shl,Peter Andersson (D),D
Timothy Liljegren (D),Rögle BK,19,1,4,5,0.26,4,-7,https://www.eliteprospects.com/player/224910/timothy-liljegren,2015-2016,shl,Timothy Liljegren (D),D
Christoffer Persson (D),totals,35,1,4,5,0.14,20,6,https://www.eliteprospects.com/player/1708/christoffer-persson,2015-2016,shl,Christoffer Persson (D),D
Jens Hellgren (D),Rögle BK,36,1,4,5,0.14,6,-4,https://www.eliteprospects.com/player/5509/jens-hellgren,2015-2016,shl,Jens Hellgren (D),D
Kevin Marshall (D),Rögle BK,50,1,4,5,0.10,72,1,https://www.eliteprospects.com/player/12508/kevin-marshall,2015-2016,shl,Kevin Marshall (D),D
Christian Jaros (D),Luleå HF,25,0,5,5,0.20,45,6,https://www.eliteprospects.com/player/166373/christian-jaros,2015-2016,shl,Christian Jaros (D),D
Albin Carlson (D),MODO Hockey,31,0,5,5,0.16,6,-5,https://www.eliteprospects.com/player/33367/albin-carlson,2015-2016,shl,Albin Carlson (D),D
Oliver Bohm (D),totals,35,0,5,5,0.14,2,-3,https://www.eliteprospects.com/player/16726/oliver-bohm,2015-2016,shl,Oliver Bohm (D),D
Jesper Williamsson (D),Rögle BK,44,0,5,5,0.11,20,-2,https://www.eliteprospects.com/player/18130/jesper-williamsson,2015-2016,shl,Jesper Williamsson (D),D
Eddie Larsson (D),Växjö Lakers HC,46,0,5,5,0.11,14,-5,https://www.eliteprospects.com/player/13304/eddie-larsson,2015-2016,shl,Eddie Larsson (D),D
Jakub Petruzalek (C/RW),Örebro HK,14,4,0,4,0.29,0,-2,https://www.eliteprospects.com/player/9617/jakub-petruzalek,2015-2016,shl,Jakub Petruzalek (C/RW),C/RW
Mathias From (LW/RW),Rögle BK,16,2,2,4,0.25,0,0,https://www.eliteprospects.com/player/220307/mathias-from,2015-2016,shl,Mathias From (LW/RW),LW/RW
Dennis Persson (D),MODO Hockey,21,2,2,4,0.19,4,-8,https://www.eliteprospects.com/player/4568/dennis-persson,2015-2016,shl,Dennis Persson (D),D
Mattias Granlund (LW/RW),Karlskrona HK,34,2,2,4,0.12,12,-13,https://www.eliteprospects.com/player/19783/mattias-granlund,2015-2016,shl,Mattias Granlund (LW/RW),LW/RW
Viktor Lindgren (RW),Rögle BK,50,2,2,4,0.08,6,-9,https://www.eliteprospects.com/player/1300/viktor-lindgren,2015-2016,shl,Viktor Lindgren (RW),RW
Justin Hodgman (C),Örebro HK,11,1,3,4,0.36,2,-6,https://www.eliteprospects.com/player/14428/justin-hodgman,2015-2016,shl,Justin Hodgman (C),C
Jesper Jensen (C),Rögle BK,17,1,3,4,0.24,2,-5,https://www.eliteprospects.com/player/18860/jesper-jensen,2015-2016,shl,Jesper Jensen (C),C
Maksim Matushkin (D),Karlskrona HK,18,1,3,4,0.22,10,-7,https://www.eliteprospects.com/player/10016/maksim-matushkin,2015-2016,shl,Maksim Matushkin (D),D
Adam Ollas Mattsson (D),Djurgårdens IF,22,1,3,4,0.18,2,3,https://www.eliteprospects.com/player/114812/adam-ollas-mattsson,2015-2016,shl,Adam Ollas Mattsson (D),D
Alen Bibic (D),Rögle BK,26,1,3,4,0.15,47,1,https://www.eliteprospects.com/player/7030/alen-bibic,2015-2016,shl,Alen Bibic (D),D
Tobias Hage (C/LW),Djurgårdens IF,31,1,3,4,0.13,8,-4,https://www.eliteprospects.com/player/13718/tobias-hage,2015-2016,shl,Tobias Hage (C/LW),C/LW
Oliver Lauridsen (D),Frölunda HC,42,1,3,4,0.10,67,6,https://www.eliteprospects.com/player/6660/oliver-lauridsen,2015-2016,shl,Oliver Lauridsen (D),D
Nicklas Jadeland (LW/RW),Malmö Redhawks,46,1,3,4,0.09,12,-11,https://www.eliteprospects.com/player/2365/nicklas-jadeland,2015-2016,shl,Nicklas Jadeland (LW/RW),LW/RW
Otso Rantakari (D),MODO Hockey,17,0,4,4,0.24,2,-4,https://www.eliteprospects.com/player/23041/otso-rantakari,2015-2016,shl,Otso Rantakari (D),D
Johan Adolfsson (LW/RW),Örebro HK,19,0,4,4,0.21,6,-1,https://www.eliteprospects.com/player/4098/johan-adolfsson,2015-2016,shl,Johan Adolfsson (LW/RW),LW/RW
Anton Lindholm (D),Skellefteå AIK,30,0,4,4,0.13,18,3,https://www.eliteprospects.com/player/39019/anton-lindholm,2015-2016,shl,Anton Lindholm (D),D
Nichlas Torp (D),MODO Hockey,33,0,4,4,0.12,28,-7,https://www.eliteprospects.com/player/4509/nichlas-torp,2015-2016,shl,Nichlas Torp (D),D
Vyacheslav Trukhno (C/LW),Karlskrona HK,38,0,4,4,0.11,16,-5,https://www.eliteprospects.com/player/4126/vyacheslav-trukhno,2015-2016,shl,Vyacheslav Trukhno (C/LW),C/LW
Björn Melin (RW/LW),HV71,9,2,1,3,0.33,2,-2,https://www.eliteprospects.com/player/135/bjorn-melin,2015-2016,shl,Björn Melin (RW/LW),RW/LW
