player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Adam Stransky (C),HC Banska Bystrica,46,2,6,8,0.17,10,-5,https://www.eliteprospects.com/player/552391/adam-stransky,2023-2024,slovakia,Adam Stransky (C),C
Daniel Gachulinec (D),totals,40,1,7,8,0.20,32,4,https://www.eliteprospects.com/player/157656/daniel-gachulinec,2023-2024,slovakia,Daniel Gachulinec (D),D
Martin Vitalos (D),HK Nitra,43,1,7,8,0.19,39,4,https://www.eliteprospects.com/player/388174/martin-vitalos,2023-2024,slovakia,Martin Vitalos (D),D
Antonin Bartos (D),HC Kosice,39,0,8,8,0.21,29,12,https://www.eliteprospects.com/player/561832/antonin-bartos,2023-2024,slovakia,Antonin Bartos (D),D
Branislav Mezei (D),HK Nitra,41,0,8,8,0.20,36,0,https://www.eliteprospects.com/player/8653/branislav-mezei,2023-2024,slovakia,Branislav Mezei (D),D
Josh Wilkins (C/W),HK Dukla Michalovce,9,5,2,7,0.78,6,2,https://www.eliteprospects.com/player/234626/josh-wilkins,2023-2024,slovakia,Josh Wilkins (C/W),C/W
Jérémy Beaudry (D),HK Spisska Nova Ves,19,5,2,7,0.37,14,2,https://www.eliteprospects.com/player/128524/jeremy-beaudry,2023-2024,slovakia,Jérémy Beaudry (D),D
Adam Lukosik (LW),HC Slovan Bratislava,37,5,2,7,0.19,34,-2,https://www.eliteprospects.com/player/513356/adam-lukosik,2023-2024,slovakia,Adam Lukosik (LW),LW
Drake Rymsha (C),HKM Zvolen,6,4,3,7,1.17,0,-2,https://www.eliteprospects.com/player/268925/drake-rymsha,2023-2024,slovakia,Drake Rymsha (C),C
Michal Kabac (LW/C),HK Dukla Michalovce,48,4,3,7,0.15,133,6,https://www.eliteprospects.com/player/177051/michal-kabac,2023-2024,slovakia,Michal Kabac (LW/C),LW/C
Jonas Ahnelöv (D),HC Slovan Bratislava,11,3,4,7,0.64,2,2,https://www.eliteprospects.com/player/3790/jonas-ahnelov,2023-2024,slovakia,Jonas Ahnelöv (D),D
Matthew Sredl (D),HC 19 Humenné,15,3,4,7,0.47,6,-9,https://www.eliteprospects.com/player/417494/matthew-sredl,2023-2024,slovakia,Matthew Sredl (D),D
Robert Baco (RW),totals,36,3,4,7,0.19,36,0,https://www.eliteprospects.com/player/553948/robert-baco,2023-2024,slovakia,Robert Baco (RW),RW
Peter Sojcik (C/RW),HK Dukla Trencin,39,3,4,7,0.18,22,-9,https://www.eliteprospects.com/player/35669/peter-sojcik,2023-2024,slovakia,Peter Sojcik (C/RW),C/RW
Marek Sloboda (LW),HK Dukla Trencin,42,3,4,7,0.17,8,-10,https://www.eliteprospects.com/player/236588/marek-sloboda,2023-2024,slovakia,Marek Sloboda (LW),LW
Damian Novicky (D),HC 19 Humenné,44,3,4,7,0.16,10,-5,https://www.eliteprospects.com/player/228078/damian-novicky,2023-2024,slovakia,Damian Novicky (D),D
Tomas Török (RW/LW),HC Slovan Bratislava,47,3,4,7,0.15,90,-1,https://www.eliteprospects.com/player/95413/tomas-torok,2023-2024,slovakia,Tomas Török (RW/LW),RW/LW
Victor Björkung (D),HK Spisska Nova Ves,18,2,5,7,0.39,14,-10,https://www.eliteprospects.com/player/30195/victor-bjorkung,2023-2024,slovakia,Victor Björkung (D),D
Kristofers Bindulis (D),HK Dukla Michalovce,32,2,5,7,0.22,41,12,https://www.eliteprospects.com/player/137502/kristofers-bindulis,2023-2024,slovakia,Kristofers Bindulis (D),D
Patrik Maier (D),HC Slovan Bratislava,41,2,5,7,0.17,53,2,https://www.eliteprospects.com/player/166425/patrik-maier,2023-2024,slovakia,Patrik Maier (D),D
Tobias Ekberg (D),HK Dukla Trencin,28,1,6,7,0.25,26,-11,https://www.eliteprospects.com/player/30250/tobias-ekberg,2023-2024,slovakia,Tobias Ekberg (D),D
Peter Novajovsky (D),HC Nove Zamky,33,1,6,7,0.21,16,6,https://www.eliteprospects.com/player/15191/peter-novajovsky,2023-2024,slovakia,Peter Novajovsky (D),D
Matus Hlavac (D),HK Dukla Trencin,40,1,6,7,0.18,14,-7,https://www.eliteprospects.com/player/423710/matus-hlavac,2023-2024,slovakia,Matus Hlavac (D),D
Filip Mezovský (D),HK 32 Liptovsky Mikulas,49,1,6,7,0.14,66,-2,https://www.eliteprospects.com/player/102446/filip-mezovsky,2023-2024,slovakia,Filip Mezovský (D),D
Patrick Holway (D),HC Slovan Bratislava,13,0,7,7,0.54,8,8,https://www.eliteprospects.com/player/203358/patrick-holway,2023-2024,slovakia,Patrick Holway (D),D
David Stransky (D),HC Banska Bystrica,27,0,7,7,0.26,4,5,https://www.eliteprospects.com/player/179173/david-stransky,2023-2024,slovakia,David Stransky (D),D
Lukas Kozak (D),HC Nove Zamky,46,0,7,7,0.15,26,-4,https://www.eliteprospects.com/player/34743/lukas-kozak,2023-2024,slovakia,Lukas Kozak (D),D
Kristián Horvát (F),HC 19 Humenné,30,4,2,6,0.20,2,-7,https://www.eliteprospects.com/player/165031/kristian-horvat,2023-2024,slovakia,Kristián Horvát (F),F
Lukas Skvarek (C/W),totals,23,3,3,6,0.26,2,2,https://www.eliteprospects.com/player/386970/lukas-skvarek,2023-2024,slovakia,Lukas Skvarek (C/W),C/W
Ivan Thomka (C/D),HC 19 Humenné,37,3,3,6,0.16,6,3,https://www.eliteprospects.com/player/537888/ivan-thomka,2023-2024,slovakia,Ivan Thomka (C/D),C/D
Ivan Datelinka (D),HC Banska Bystrica,50,3,3,6,0.12,40,-11,https://www.eliteprospects.com/player/43800/ivan-datelinka,2023-2024,slovakia,Ivan Datelinka (D),D
Ryan Foss (C),HC 19 Humenné,14,2,4,6,0.43,10,-6,https://www.eliteprospects.com/player/264586/ryan-foss,2023-2024,slovakia,Ryan Foss (C),C
Michal Roman (D),HC Nove Zamky,26,2,4,6,0.23,10,-3,https://www.eliteprospects.com/player/216167/michal-roman,2023-2024,slovakia,Michal Roman (D),D
Viktor Fekiac (C),HKM Zvolen,27,2,4,6,0.22,6,2,https://www.eliteprospects.com/player/95708/viktor-fekiac,2023-2024,slovakia,Viktor Fekiac (C),C
Alex Sotek (LW/RW),HK Poprad,36,2,4,6,0.17,4,-5,https://www.eliteprospects.com/player/485146/alex-sotek,2023-2024,slovakia,Alex Sotek (LW/RW),LW/RW
Tomas Starosta (D),HK Dukla Trencin,45,1,5,6,0.13,12,-5,https://www.eliteprospects.com/player/12451/tomas-starosta,2023-2024,slovakia,Tomas Starosta (D),D
Michal Beno (D),HC Slovan Bratislava,41,0,6,6,0.15,12,-2,https://www.eliteprospects.com/player/473320/michal-beno,2023-2024,slovakia,Michal Beno (D),D
Adam Ziak (D),HK Spisska Nova Ves,44,0,6,6,0.14,10,-3,https://www.eliteprospects.com/player/334889/adam-ziak,2023-2024,slovakia,Adam Ziak (D),D
Austin Farley (C),HC Nove Zamky,10,4,1,5,0.50,6,5,https://www.eliteprospects.com/player/99865/austin-farley,2023-2024,slovakia,Austin Farley (C),C
Jakub Nespala (RW),HK 32 Liptovsky Mikulas,29,3,2,5,0.17,29,-7,https://www.eliteprospects.com/player/388202/jakub-nespala,2023-2024,slovakia,Jakub Nespala (RW),RW
Adrian Valigura (LW/RW),HK 32 Liptovsky Mikulas,31,3,2,5,0.16,2,-1,https://www.eliteprospects.com/player/473389/adrian-valigura,2023-2024,slovakia,Adrian Valigura (LW/RW),LW/RW
Matus Vojtech (RW),HK 32 Liptovsky Mikulas,38,3,2,5,0.13,2,-1,https://www.eliteprospects.com/player/729672/matus-vojtech,2023-2024,slovakia,Matus Vojtech (RW),RW
Dalibor Bortnak (C),HK Spisska Nova Ves,46,3,2,5,0.11,68,-3,https://www.eliteprospects.com/player/19356/dalibor-bortnak,2023-2024,slovakia,Dalibor Bortnak (C),C
Max Gerlach (C),HK Poprad,11,2,3,5,0.45,36,-3,https://www.eliteprospects.com/player/247933/max-gerlach,2023-2024,slovakia,Max Gerlach (C),C
Branislav Ligas (D),HC Nove Zamky,30,2,3,5,0.17,6,-5,https://www.eliteprospects.com/player/336530/branislav-ligas,2023-2024,slovakia,Branislav Ligas (D),D
Lukas Hamracek (RW),HK Spisska Nova Ves,32,2,3,5,0.16,33,-7,https://www.eliteprospects.com/player/173173/lukas-hamracek,2023-2024,slovakia,Lukas Hamracek (RW),RW
Tomas Pobezal (C),HK Nitra,33,2,3,5,0.15,31,0,https://www.eliteprospects.com/player/619034/tomas-pobezal,2023-2024,slovakia,Tomas Pobezal (C),C
Milos Fafrak (RW/LW),HC Nove Zamky,36,2,3,5,0.14,6,-8,https://www.eliteprospects.com/player/275259/milos-fafrak,2023-2024,slovakia,Milos Fafrak (RW/LW),RW/LW
Matej Macek (RW),HC Banska Bystrica,47,1,4,5,0.11,6,-5,https://www.eliteprospects.com/player/275737/matej-macek,2023-2024,slovakia,Matej Macek (RW),RW
Tristan Thompson (D),HK 32 Liptovsky Mikulas,9,0,5,5,0.56,8,-4,https://www.eliteprospects.com/player/107859/tristan-thompson,2023-2024,slovakia,Tristan Thompson (D),D
Vladimír Mihálik (D),totals,27,0,5,5,0.19,14,-2,https://www.eliteprospects.com/player/9251/vladimir-mihalik,2023-2024,slovakia,Vladimír Mihálik (D),D
Matus Bodnar (LW),totals,22,3,1,4,0.18,4,-1,https://www.eliteprospects.com/player/271711/matus-bodnar,2023-2024,slovakia,Matus Bodnar (LW),LW
Oliver Jokel (LW),HC Kosice,28,3,1,4,0.14,16,-4,https://www.eliteprospects.com/player/19363/oliver-jokel,2023-2024,slovakia,Oliver Jokel (LW),LW
Markus Suchý (C/RW),HK Poprad,37,3,1,4,0.11,2,-6,https://www.eliteprospects.com/player/561721/markus-suchy,2023-2024,slovakia,Markus Suchý (C/RW),C/RW
Adam Stripai (D/F),HK Dukla Michalovce,21,2,2,4,0.19,8,4,https://www.eliteprospects.com/player/528278/adam-stripai,2023-2024,slovakia,Adam Stripai (D/F),D/F
Martin Nemcik (D),HK Dukla Trencin,32,2,2,4,0.13,42,-11,https://www.eliteprospects.com/player/96786/martin-nemcik,2023-2024,slovakia,Martin Nemcik (D),D
Radek Deyl (D),HC Kosice,40,2,2,4,0.10,49,5,https://www.eliteprospects.com/player/28087/radek-deyl,2023-2024,slovakia,Radek Deyl (D),D
Niclas Lucenius (LW/C),HC 19 Humenné,7,1,3,4,0.57,14,-1,https://www.eliteprospects.com/player/9271/niclas-lucenius,2023-2024,slovakia,Niclas Lucenius (LW/C),LW/C
Mikko Kousa (D),HK Nitra,11,1,3,4,0.36,4,0,https://www.eliteprospects.com/player/9915/mikko-kousa,2023-2024,slovakia,Mikko Kousa (D),D
Peter Lichanec (C/LW),HK Dukla Trencin,17,1,3,4,0.24,16,-3,https://www.eliteprospects.com/player/96028/peter-lichanec,2023-2024,slovakia,Peter Lichanec (C/LW),C/LW
Rayen Petrovický (D),HK Dukla Trencin,20,1,3,4,0.20,8,-4,https://www.eliteprospects.com/player/561820/rayen-petrovicky,2023-2024,slovakia,Rayen Petrovický (D),D
Milan Pisoja (D),HK Dukla Michalovce,22,1,3,4,0.18,4,6,https://www.eliteprospects.com/player/653042/milan-pisoja,2023-2024,slovakia,Milan Pisoja (D),D
Peter Sisovsky (RW),HC Nove Zamky,26,1,3,4,0.15,6,-10,https://www.eliteprospects.com/player/34742/peter-sisovsky,2023-2024,slovakia,Peter Sisovsky (RW),RW
Marek Vankus (C),HK 32 Liptovsky Mikulas,47,1,3,4,0.09,14,-14,https://www.eliteprospects.com/player/269668/marek-vankus,2023-2024,slovakia,Marek Vankus (C),C
Jakub Kubes (D),HK Nitra,12,0,4,4,0.33,8,-1,https://www.eliteprospects.com/player/214910/jakub-kubes,2023-2024,slovakia,Jakub Kubes (D),D
Ian Scheid (D),HC Slovan Bratislava,15,0,4,4,0.27,8,0,https://www.eliteprospects.com/player/223664/ian-scheid,2023-2024,slovakia,Ian Scheid (D),D
Simon Groch (D),HK Spisska Nova Ves,31,0,4,4,0.13,8,0,https://www.eliteprospects.com/player/542962/simon-groch,2023-2024,slovakia,Simon Groch (D),D
Patriks Zabusovs (RW/LW),HK Dukla Michalovce,10,3,0,3,0.30,29,-4,https://www.eliteprospects.com/player/498730/patriks-zabusovs,2023-2024,slovakia,Patriks Zabusovs (RW/LW),RW/LW
Ethan Werek (C/W),HC Slovan Bratislava,7,2,1,3,0.43,39,-8,https://www.eliteprospects.com/player/21591/ethan-werek,2023-2024,slovakia,Ethan Werek (C/W),C/W
Kevin Gabor (C/LW),HKM Zvolen,14,2,1,3,0.21,0,1,https://www.eliteprospects.com/player/343376/kevin-gabor,2023-2024,slovakia,Kevin Gabor (C/LW),C/LW
Vitalijs Pavlovs (C/RW),HC 19 Humenné,14,2,1,3,0.21,39,-15,https://www.eliteprospects.com/player/28761/vitalijs-pavlovs,2023-2024,slovakia,Vitalijs Pavlovs (C/RW),C/RW
Jakub Ruzek (LW),HC Nove Zamky,27,2,1,3,0.11,4,-1,https://www.eliteprospects.com/player/527427/jakub-ruzek,2023-2024,slovakia,Jakub Ruzek (LW),LW
Patrik Masnica (C),HC Slovan Bratislava,30,2,1,3,0.10,2,-4,https://www.eliteprospects.com/player/862597/patrik-masnica,2023-2024,slovakia,Patrik Masnica (C),C
Luke Green (D),HK Nitra,6,1,2,3,0.50,6,-4,https://www.eliteprospects.com/player/195389/luke-green,2023-2024,slovakia,Luke Green (D),D
Rostislav Marosz (C/RW),HK Spisska Nova Ves,7,1,2,3,0.43,6,-2,https://www.eliteprospects.com/player/34795/rostislav-marosz,2023-2024,slovakia,Rostislav Marosz (C/RW),C/RW
Julius Bergman (D),HC Slovan Bratislava,10,1,2,3,0.30,4,2,https://www.eliteprospects.com/player/38929/julius-bergman,2023-2024,slovakia,Julius Bergman (D),D
Mario Mucka (RW),HC Nove Zamky,11,1,2,3,0.27,8,0,https://www.eliteprospects.com/player/275235/mario-mucka,2023-2024,slovakia,Mario Mucka (RW),RW
Darien Kielb (D),HK Dukla Trencin,11,1,2,3,0.27,8,5,https://www.eliteprospects.com/player/333812/darien-kielb,2023-2024,slovakia,Darien Kielb (D),D
Vladimír Dravecký (D),HC Kosice,16,1,2,3,0.19,2,2,https://www.eliteprospects.com/player/899355/vladimir-dravecky,2023-2024,slovakia,Vladimír Dravecký (D),D
Matej Palocko (LW/C),HK Poprad,22,1,2,3,0.14,4,-1,https://www.eliteprospects.com/player/191363/matej-palocko,2023-2024,slovakia,Matej Palocko (LW/C),LW/C
Lukas Vartovnik (C),HK Spisska Nova Ves,23,1,2,3,0.13,33,-2,https://www.eliteprospects.com/player/9296/lukas-vartovnik,2023-2024,slovakia,Lukas Vartovnik (C),C
Michal Laurencik (D),HC Nove Zamky,32,1,2,3,0.09,16,-13,https://www.eliteprospects.com/player/479340/michal-laurencik,2023-2024,slovakia,Michal Laurencik (D),D
Peter Valent (D),HK Nitra,33,1,2,3,0.09,10,2,https://www.eliteprospects.com/player/731637/peter-valent,2023-2024,slovakia,Peter Valent (D),D
Martin Barto (C/W),HC Nove Zamky,36,1,2,3,0.08,10,-4,https://www.eliteprospects.com/player/336541/martin-barto,2023-2024,slovakia,Martin Barto (C/W),C/W
Daniel V. Tkac (C),HK 32 Liptovsky Mikulas,36,1,2,3,0.08,12,-6,https://www.eliteprospects.com/player/337377/daniel-v.-tkac,2023-2024,slovakia,Daniel V. Tkac (C),C
Marek Pacalaj (D),HC 19 Humenné,9,0,3,3,0.33,0,-4,https://www.eliteprospects.com/player/106300/marek-pacalaj,2023-2024,slovakia,Marek Pacalaj (D),D
Martin Jakúbek (RW/LW),HKM Zvolen,9,0,3,3,0.33,2,1,https://www.eliteprospects.com/player/48286/martin-jakubek,2023-2024,slovakia,Martin Jakúbek (RW/LW),RW/LW
Tomas Bokros (D),HK Dukla Trencin,25,0,3,3,0.12,14,-4,https://www.eliteprospects.com/player/48623/tomas-bokros,2023-2024,slovakia,Tomas Bokros (D),D
Miroslav Macejko (D),HK Dukla Michalovce,35,0,3,3,0.09,12,-5,https://www.eliteprospects.com/player/70395/miroslav-macejko,2023-2024,slovakia,Miroslav Macejko (D),D
Andreas Strauch (LW/RW),HC Banska Bystrica,38,0,3,3,0.08,6,-10,https://www.eliteprospects.com/player/99208/andreas-strauch,2023-2024,slovakia,Andreas Strauch (LW/RW),LW/RW
Lukas Lalik (D),HK 32 Liptovsky Mikulas,38,0,3,3,0.08,14,-5,https://www.eliteprospects.com/player/473349/lukas-lalik,2023-2024,slovakia,Lukas Lalik (D),D
Samuel Fereta (D),HC 19 Humenné,23,2,0,2,0.09,10,-13,https://www.eliteprospects.com/player/271527/samuel-fereta,2023-2024,slovakia,Samuel Fereta (D),D
Patrik Luza (D),HC Banska Bystrica,38,2,0,2,0.05,4,-17,https://www.eliteprospects.com/player/95502/patrik-luza,2023-2024,slovakia,Patrik Luza (D),D
Bruno Mraz (C/W),HK Dukla Trencin,3,1,1,2,0.67,0,1,https://www.eliteprospects.com/player/58004/bruno-mraz,2023-2024,slovakia,Bruno Mraz (C/W),C/W
Peter Bates (C/LW),HK Poprad,5,1,1,2,0.40,0,2,https://www.eliteprospects.com/player/234402/peter-bates,2023-2024,slovakia,Peter Bates (C/LW),C/LW
Erik Ullman (D),HK 32 Liptovsky Mikulas,6,1,1,2,0.33,2,0,https://www.eliteprospects.com/player/142241/erik-ullman,2023-2024,slovakia,Erik Ullman (D),D
Lincoln Griffin (LW),HK Nitra,12,1,1,2,0.17,0,-5,https://www.eliteprospects.com/player/248445/lincoln-griffin,2023-2024,slovakia,Lincoln Griffin (LW),LW
Adam Varga (RW),HK Dukla Michalovce,14,1,1,2,0.14,0,-1,https://www.eliteprospects.com/player/295858/adam-varga,2023-2024,slovakia,Adam Varga (RW),RW
Dominik Sojka (C),HC Banska Bystrica,16,1,1,2,0.13,0,-9,https://www.eliteprospects.com/player/292708/dominik-sojka,2023-2024,slovakia,Dominik Sojka (C),C
Sebastian Jasecko (D),HK Dukla Michalovce,18,1,1,2,0.11,18,4,https://www.eliteprospects.com/player/559572/sebastian-jasecko,2023-2024,slovakia,Sebastian Jasecko (D),D
Róbert Fedor (F),HK Dukla Michalovce,19,1,1,2,0.11,0,2,https://www.eliteprospects.com/player/731910/robert-fedor,2023-2024,slovakia,Róbert Fedor (F),F
Lukas Lacny (C/RW),HC 19 Humenné,25,1,1,2,0.08,2,-5,https://www.eliteprospects.com/player/342378/lukas-lacny,2023-2024,slovakia,Lukas Lacny (C/RW),C/RW
Dominik Jendrol (D),HK 32 Liptovsky Mikulas,30,1,1,2,0.07,62,-1,https://www.eliteprospects.com/player/187791/dominik-jendrol,2023-2024,slovakia,Dominik Jendrol (D),D
David Romanak (D),HK Spisska Nova Ves,46,1,1,2,0.04,37,0,https://www.eliteprospects.com/player/423666/david-romanak,2023-2024,slovakia,David Romanak (D),D
Tyler Steenbergen (C/W),HK Poprad,4,0,2,2,0.50,2,2,https://www.eliteprospects.com/player/131215/tyler-steenbergen,2023-2024,slovakia,Tyler Steenbergen (C/W),C/W
Tim Danielcak (LW),HK Spisska Nova Ves,10,0,2,2,0.20,0,2,https://www.eliteprospects.com/player/561719/tim-danielcak,2023-2024,slovakia,Tim Danielcak (LW),LW
Evan Wardley (D),HK 32 Liptovsky Mikulas,12,0,2,2,0.17,55,-3,https://www.eliteprospects.com/player/80762/evan-wardley,2023-2024,slovakia,Evan Wardley (D),D
Martin Bellus (RW),HK Poprad,12,0,2,2,0.17,78,0,https://www.eliteprospects.com/player/95000/martin-bellus,2023-2024,slovakia,Martin Bellus (RW),RW
Jan Brejcak (D),HK Poprad,17,0,2,2,0.12,32,10,https://www.eliteprospects.com/player/28089/jan-brejcak,2023-2024,slovakia,Jan Brejcak (D),D
Samuel Petras (C/RW),HC Slovan Bratislava,27,0,2,2,0.07,87,-2,https://www.eliteprospects.com/player/160841/samuel-petras,2023-2024,slovakia,Samuel Petras (C/RW),C/RW
Oliver Fatul (D),HK Nitra,28,0,2,2,0.07,14,0,https://www.eliteprospects.com/player/292071/oliver-fatul,2023-2024,slovakia,Oliver Fatul (D),D
Ladislav Romancik (D),HC Slovan Bratislava,35,0,2,2,0.06,22,3,https://www.eliteprospects.com/player/177062/ladislav-romancik,2023-2024,slovakia,Ladislav Romancik (D),D
Filip Culik (D),HKM Zvolen,40,0,2,2,0.05,27,-7,https://www.eliteprospects.com/player/583217/filip-culik,2023-2024,slovakia,Filip Culik (D),D
Adam Belusko (D),HC Kosice,1,1,0,1,1.00,0,1,https://www.eliteprospects.com/player/619027/adam-belusko,2023-2024,slovakia,Adam Belusko (D),D
Lubomir Fetkovic (C),HC Slovan Bratislava,2,1,0,1,0.50,0,0,https://www.eliteprospects.com/player/150435/lubomir-fetkovic,2023-2024,slovakia,Lubomir Fetkovic (C),C
Alexander Milan Sejna (RW/C),HK 32 Liptovsky Mikulas,2,1,0,1,0.50,0,2,https://www.eliteprospects.com/player/734829/alexander-milan-sejna,2023-2024,slovakia,Alexander Milan Sejna (RW/C),RW/C
Tobias Faith (C/W),totals,3,1,0,1,0.33,2,0,https://www.eliteprospects.com/player/725442/tobias-faith,2023-2024,slovakia,Tobias Faith (C/W),C/W
Michal Kvasnica (F),HC 19 Humenné,4,1,0,1,0.25,0,0,https://www.eliteprospects.com/player/247330/michal-kvasnica,2023-2024,slovakia,Michal Kvasnica (F),F
Viktor Hertzberg (F),HK Dukla Trencin,5,1,0,1,0.20,2,3,https://www.eliteprospects.com/player/9007/viktor-hertzberg,2023-2024,slovakia,Viktor Hertzberg (F),F
Michal Plancar (F),HC Banska Bystrica,12,1,0,1,0.08,0,0,https://www.eliteprospects.com/player/874021/michal-plancar,2023-2024,slovakia,Michal Plancar (F),F
Jakub Ragan (LW),HC 19 Humenné,25,1,0,1,0.04,10,1,https://www.eliteprospects.com/player/473373/jakub-ragan,2023-2024,slovakia,Jakub Ragan (LW),LW
Dávid Nátny (D),totals,33,1,0,1,0.03,4,-8,https://www.eliteprospects.com/player/537886/david-natny,2023-2024,slovakia,Dávid Nátny (D),D
Robert Varga (LW),HK Dukla Trencin,2,0,1,1,0.50,0,0,https://www.eliteprospects.com/player/98776/robert-varga,2023-2024,slovakia,Robert Varga (LW),LW
Alex Geci (C),HC Nove Zamky,4,0,1,1,0.25,2,1,https://www.eliteprospects.com/player/527492/alex-geci,2023-2024,slovakia,Alex Geci (C),C
Samuel Chalupa (LW),HC 19 Humenné,5,0,1,1,0.20,2,-2,https://www.eliteprospects.com/player/195101/samuel-chalupa,2023-2024,slovakia,Samuel Chalupa (LW),LW
Brent Beaudoin (C),HK Poprad,7,0,1,1,0.14,2,-2,https://www.eliteprospects.com/player/131782/brent-beaudoin,2023-2024,slovakia,Brent Beaudoin (C),C
Tomas Kralovic (D),HC Slovan Bratislava,8,0,1,1,0.13,0,0,https://www.eliteprospects.com/player/731595/tomas-kralovic,2023-2024,slovakia,Tomas Kralovic (D),D
Áron Meszáros (D),HC Nove Zamky,8,0,1,1,0.13,0,0,https://www.eliteprospects.com/player/849457/aron-meszaros,2023-2024,slovakia,Áron Meszáros (D),D
Andrew Nielsen (D),HC Banska Bystrica,8,0,1,1,0.13,33,0,https://www.eliteprospects.com/player/131262/andrew-nielsen,2023-2024,slovakia,Andrew Nielsen (D),D
Viktor Svedberg (D),HK Poprad,9,0,1,1,0.11,29,-3,https://www.eliteprospects.com/player/13538/viktor-svedberg,2023-2024,slovakia,Viktor Svedberg (D),D
Brennan Kapcheck (D),HKM Zvolen,10,0,1,1,0.10,12,-4,https://www.eliteprospects.com/player/308240/brennan-kapcheck,2023-2024,slovakia,Brennan Kapcheck (D),D
Matus Holenda (D),HC Banska Bystrica,15,0,1,1,0.07,0,-7,https://www.eliteprospects.com/player/153194/matus-holenda,2023-2024,slovakia,Matus Holenda (D),D
Tomas Naus (LW/RW),HK 32 Liptovsky Mikulas,15,0,1,1,0.07,2,-5,https://www.eliteprospects.com/player/477208/tomas-naus,2023-2024,slovakia,Tomas Naus (LW/RW),LW/RW
Zigmund Zöld (C),HK Spisska Nova Ves,17,0,1,1,0.06,0,1,https://www.eliteprospects.com/player/653090/zigmund-zold,2023-2024,slovakia,Zigmund Zöld (C),C
Branislav Pavúk (D),HC Banska Bystrica,17,0,1,1,0.06,8,-2,https://www.eliteprospects.com/player/166369/branislav-pavuk,2023-2024,slovakia,Branislav Pavúk (D),D
Samuel Kupec (D),HK Dukla Trencin,32,0,1,1,0.03,2,-1,https://www.eliteprospects.com/player/835407/samuel-kupec,2023-2024,slovakia,Samuel Kupec (D),D
