player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position
Brendan Ranford (C/LW),HC Slovan Bratislava,36,13,21,34,0.94,12,3,https://www.eliteprospects.com/player/24082/brendan-ranford,2023-2024,slovakia,Brendan Ranford (C/LW),C/LW
Joona Jääskeläinen (LW/RW),HC Kosice,49,10,24,34,0.69,16,20,https://www.eliteprospects.com/player/152190/joona-jaaskelainen,2023-2024,slovakia,Joona Jääskeläinen (LW/RW),LW/RW
Marly Quince (C),HK 32 Liptovsky Mikulas,50,20,13,33,0.66,65,-5,https://www.eliteprospects.com/player/118344/marly-quince,2023-2024,slovakia,Marly Quince (C),C
Radovan Bondra (LW/RW),HKM Zvolen,49,18,15,33,0.67,24,5,https://www.eliteprospects.com/player/157407/radovan-bondra,2023-2024,slovakia,Radovan Bondra (LW/RW),LW/RW
Vadim Pereskokov (C/LW),HC 19 Humenné,37,13,20,33,0.89,14,-11,https://www.eliteprospects.com/player/106668/vadim-pereskokov,2023-2024,slovakia,Vadim Pereskokov (C/LW),C/LW
Oleksii Myklukha (C),HK Spisska Nova Ves,46,12,21,33,0.72,0,11,https://www.eliteprospects.com/player/553480/oleksii-myklukha,2023-2024,slovakia,Oleksii Myklukha (C),C
Jonathan Charbonneau (RW),HK Dukla Trencin,48,12,21,33,0.69,16,-7,https://www.eliteprospects.com/player/261510/jonathan-charbonneau,2023-2024,slovakia,Jonathan Charbonneau (RW),RW
Sena Acolatse (D/RW),HK Dukla Michalovce,36,11,22,33,0.92,81,6,https://www.eliteprospects.com/player/33574/sena-acolatse,2023-2024,slovakia,Sena Acolatse (D/RW),D/RW
Frank Hora (D),HC Banska Bystrica,50,11,22,33,0.66,79,11,https://www.eliteprospects.com/player/190654/frank-hora,2023-2024,slovakia,Frank Hora (D),D
Martin Réway (LW/C),HK 32 Liptovsky Mikulas,41,7,26,33,0.80,16,-5,https://www.eliteprospects.com/player/94282/martin-reway,2023-2024,slovakia,Martin Réway (LW/C),LW/C
Andrej Kukuca (RW/C),HK Poprad,50,20,12,32,0.64,39,3,https://www.eliteprospects.com/player/331880/andrej-kukuca,2023-2024,slovakia,Andrej Kukuca (RW/C),RW/C
Mitchell Heard (C),HK Dukla Michalovce,43,13,19,32,0.74,136,-4,https://www.eliteprospects.com/player/45566/mitchell-heard,2023-2024,slovakia,Mitchell Heard (C),C
Radek Prokes (C/LW),HC Nove Zamky,49,10,22,32,0.65,14,4,https://www.eliteprospects.com/player/212027/radek-prokes,2023-2024,slovakia,Radek Prokes (C/LW),C/LW
Simon Petras (RW),HK Dukla Trencin,48,13,18,31,0.65,32,-18,https://www.eliteprospects.com/player/166024/simon-petras,2023-2024,slovakia,Simon Petras (RW),RW
Juraj Majdan (LW/RW),HK Spisska Nova Ves,49,11,20,31,0.63,34,-11,https://www.eliteprospects.com/player/34754/juraj-majdan,2023-2024,slovakia,Juraj Majdan (LW/RW),LW/RW
Troy Loggins (LW),HC Nove Zamky,38,21,9,30,0.79,20,-8,https://www.eliteprospects.com/player/215171/troy-loggins,2023-2024,slovakia,Troy Loggins (LW),LW
Stephen Harper (LW/C/D),HK Nitra,28,14,16,30,1.07,24,13,https://www.eliteprospects.com/player/117022/stephen-harper,2023-2024,slovakia,Stephen Harper (LW/C/D),LW/C/D
Tomas Zaborsky (LW/C),HK Poprad,34,20,9,29,0.85,12,-5,https://www.eliteprospects.com/player/10610/tomas-zaborsky,2023-2024,slovakia,Tomas Zaborsky (LW/C),LW/C
Chase Pearson (C/LW),HK Dukla Michalovce,23,17,12,29,1.26,32,11,https://www.eliteprospects.com/player/245117/chase-pearson,2023-2024,slovakia,Chase Pearson (C/LW),C/LW
Filip Ahl (LW/RW),HK Dukla Trencin,33,15,14,29,0.88,26,1,https://www.eliteprospects.com/player/162177/filip-ahl,2023-2024,slovakia,Filip Ahl (LW/RW),LW/RW
Patrik Svitana (RW),HK Poprad,49,7,22,29,0.59,12,16,https://www.eliteprospects.com/player/23889/patrik-svitana,2023-2024,slovakia,Patrik Svitana (RW),RW
Mitchell Miller (D),HK 32 Liptovsky Mikulas,19,6,23,29,1.53,12,0,https://www.eliteprospects.com/player/316129/mitchell-miller,2023-2024,slovakia,Mitchell Miller (D),D
Mike Lee (D),HC Nove Zamky,49,8,20,28,0.57,20,-22,https://www.eliteprospects.com/player/248323/mike-lee,2023-2024,slovakia,Mike Lee (D),D
Tomas Mikus (C/LW),totals,49,18,9,27,0.55,16,5,https://www.eliteprospects.com/player/95703/tomas-mikus,2023-2024,slovakia,Tomas Mikus (C/LW),C/LW
Albert Michnac (LW/C),HC Nove Zamky,47,15,12,27,0.57,24,-2,https://www.eliteprospects.com/player/188976/albert-michnac,2023-2024,slovakia,Albert Michnac (LW/C),LW/C
Émile Poirier (C/LW),HC Slovan Bratislava,28,14,13,27,0.96,34,6,https://www.eliteprospects.com/player/128977/emile-poirier,2023-2024,slovakia,Émile Poirier (C/LW),C/LW
Chase Berger (C),HC Kosice,37,10,17,27,0.73,24,11,https://www.eliteprospects.com/player/121953/chase-berger,2023-2024,slovakia,Chase Berger (C),C
Matej Kaslik (C/LW),HKM Zvolen,41,9,18,27,0.66,0,-4,https://www.eliteprospects.com/player/528530/matej-kaslik,2023-2024,slovakia,Matej Kaslik (C/LW),C/LW
Roberts Mamcics (D),HC Nove Zamky,45,7,19,26,0.58,59,3,https://www.eliteprospects.com/player/91123/roberts-mamcics,2023-2024,slovakia,Roberts Mamcics (D),D
Andrej Bires (LW/C),HC Banska Bystrica,49,13,12,25,0.51,43,-3,https://www.eliteprospects.com/player/89372/andrej-bires,2023-2024,slovakia,Andrej Bires (LW/C),LW/C
Patrik Bacik (D),HC Banska Bystrica,50,6,19,25,0.50,42,-1,https://www.eliteprospects.com/player/163920/patrik-bacik,2023-2024,slovakia,Patrik Bacik (D),D
Jakub Linet (C/LW),HC 19 Humenné,49,14,9,23,0.47,22,-17,https://www.eliteprospects.com/player/83647/jakub-linet,2023-2024,slovakia,Jakub Linet (C/LW),C/LW
Martin Bakos (LW/RW),HK Spisska Nova Ves,30,13,10,23,0.77,16,-3,https://www.eliteprospects.com/player/17721/martin-bakos,2023-2024,slovakia,Martin Bakos (LW/RW),LW/RW
David Soltes (LW/RW),HC 19 Humenné,43,10,13,23,0.53,14,-11,https://www.eliteprospects.com/player/102975/david-soltes,2023-2024,slovakia,David Soltes (LW/RW),LW/RW
Patrik Stevuliak (LW),HC Nove Zamky,50,8,15,23,0.46,28,-19,https://www.eliteprospects.com/player/177033/patrik-stevuliak,2023-2024,slovakia,Patrik Stevuliak (LW),LW
Lukas Handlovsky (RW/LW),HC 19 Humenné,44,6,17,23,0.52,30,-28,https://www.eliteprospects.com/player/21685/lukas-handlovsky,2023-2024,slovakia,Lukas Handlovsky (RW/LW),RW/LW
Michal Chovan (LW/C),HC Kosice,45,5,18,23,0.51,45,-2,https://www.eliteprospects.com/player/23657/michal-chovan,2023-2024,slovakia,Michal Chovan (LW/C),LW/C
Robert Dzugan (LW/C),HK Spisska Nova Ves,47,14,8,22,0.47,47,7,https://www.eliteprospects.com/player/335793/robert-dzugan,2023-2024,slovakia,Robert Dzugan (LW/C),LW/C
Denis Hudec (RW),HK Dukla Trencin,47,11,11,22,0.47,14,-3,https://www.eliteprospects.com/player/97523/denis-hudec,2023-2024,slovakia,Denis Hudec (RW),RW
Matej Gilak (RW),totals,46,10,12,22,0.48,6,3,https://www.eliteprospects.com/player/195816/matej-gilak,2023-2024,slovakia,Matej Gilak (RW),RW
Marek Valach (LW/RW),HK Dukla Michalovce,46,9,13,22,0.48,104,1,https://www.eliteprospects.com/player/235509/marek-valach,2023-2024,slovakia,Marek Valach (LW/RW),LW/RW
Chris Langkow (C),totals,48,8,14,22,0.46,26,-3,https://www.eliteprospects.com/player/18605/chris-langkow,2023-2024,slovakia,Chris Langkow (C),C
Aurel Naus (RW),HK 32 Liptovsky Mikulas,38,14,7,21,0.55,20,4,https://www.eliteprospects.com/player/249707/aurel-naus,2023-2024,slovakia,Aurel Naus (RW),RW
Rastislav Gaspar (RW),HC Banska Bystrica,39,14,7,21,0.54,6,-12,https://www.eliteprospects.com/player/122242/rastislav-gaspar,2023-2024,slovakia,Rastislav Gaspar (RW),RW
Vaclav Stupka (LW),HC Nove Zamky,50,13,8,21,0.42,20,-4,https://www.eliteprospects.com/player/53974/vaclav-stupka,2023-2024,slovakia,Vaclav Stupka (LW),LW
Filip Vasko (LW/RW),HC 19 Humenné,41,11,10,21,0.51,18,-6,https://www.eliteprospects.com/player/66015/filip-vasko,2023-2024,slovakia,Filip Vasko (LW/RW),LW/RW
Filip Bajtek (RW),HK Nitra,45,8,13,21,0.47,56,-4,https://www.eliteprospects.com/player/156007/filip-bajtek,2023-2024,slovakia,Filip Bajtek (RW),RW
Chris Brown (RW/C),HC Slovan Bratislava,24,14,6,20,0.83,94,-4,https://www.eliteprospects.com/player/31273/chris-brown,2023-2024,slovakia,Chris Brown (RW/C),RW/C
Peter Bjaloncik (C),totals,47,12,8,20,0.43,42,8,https://www.eliteprospects.com/player/234779/peter-bjaloncik,2023-2024,slovakia,Peter Bjaloncik (C),C
Patrik Marcinek (C/LW),HKM Zvolen,50,11,9,20,0.40,6,4,https://www.eliteprospects.com/player/275218/patrik-marcinek,2023-2024,slovakia,Patrik Marcinek (C/LW),C/LW
Juraj Siska (RW/C),HKM Zvolen,39,10,10,20,0.51,18,1,https://www.eliteprospects.com/player/152763/juraj-siska,2023-2024,slovakia,Juraj Siska (RW/C),RW/C
Jakub Lacka (LW),HK Nitra,50,10,10,20,0.40,20,9,https://www.eliteprospects.com/player/249863/jakub-lacka,2023-2024,slovakia,Jakub Lacka (LW),LW
Sebastian Cederle (W/C),HK Nitra,41,8,12,20,0.49,10,6,https://www.eliteprospects.com/player/328488/sebastian-cederle,2023-2024,slovakia,Sebastian Cederle (W/C),W/C
Max Newton (C/RW),HK Dukla Michalovce,25,7,13,20,0.80,60,-4,https://www.eliteprospects.com/player/277350/max-newton,2023-2024,slovakia,Max Newton (C/RW),C/RW
Frantisek Gajdos (D),HK Nitra,49,4,16,20,0.41,31,4,https://www.eliteprospects.com/player/495698/frantisek-gajdos,2023-2024,slovakia,Frantisek Gajdos (D),D
Radovan Pulis (RW/C),HK Dukla Michalovce,26,3,17,20,0.77,16,8,https://www.eliteprospects.com/player/19367/radovan-pulis,2023-2024,slovakia,Radovan Pulis (RW/C),RW/C
Adam Drgon (D),totals,40,3,17,20,0.50,53,-6,https://www.eliteprospects.com/player/43798/adam-drgon,2023-2024,slovakia,Adam Drgon (D),D
Alec Rauhauser (D),HKM Zvolen,49,3,17,20,0.41,63,9,https://www.eliteprospects.com/player/147601/alec-rauhauser,2023-2024,slovakia,Alec Rauhauser (D),D
Adam Lapsansky (LW),HC 19 Humenné,40,9,10,19,0.48,8,-30,https://www.eliteprospects.com/player/15199/adam-lapsansky,2023-2024,slovakia,Adam Lapsansky (LW),LW
Oldrich Kotvan (D),HK Poprad,38,8,11,19,0.50,30,18,https://www.eliteprospects.com/player/94229/oldrich-kotvan,2023-2024,slovakia,Oldrich Kotvan (D),D
Michael Vandas (RW),HK Spisska Nova Ves,46,7,12,19,0.41,49,15,https://www.eliteprospects.com/player/34757/michael-vandas,2023-2024,slovakia,Michael Vandas (RW),RW
Martin Bodak (D),HK Dukla Michalovce,33,6,13,19,0.58,55,16,https://www.eliteprospects.com/player/275038/martin-bodak,2023-2024,slovakia,Martin Bodak (D),D
Garrett McFadden (D),HK Poprad,31,1,18,19,0.61,8,1,https://www.eliteprospects.com/player/238755/garrett-mcfadden,2023-2024,slovakia,Garrett McFadden (D),D
Filip Krivosik (C/RW),HC Kosice,22,9,9,18,0.82,6,0,https://www.eliteprospects.com/player/228371/filip-krivosik,2023-2024,slovakia,Filip Krivosik (C/RW),C/RW
Alex Cotton (D),HK Nitra,40,9,9,18,0.45,30,4,https://www.eliteprospects.com/player/351538/alex-cotton,2023-2024,slovakia,Alex Cotton (D),D
Miroslav Mucha (RW),HKM Zvolen,30,4,14,18,0.60,14,4,https://www.eliteprospects.com/player/235654/miroslav-mucha,2023-2024,slovakia,Miroslav Mucha (RW),RW
Marek Slovák (C),totals,49,4,14,18,0.37,67,-3,https://www.eliteprospects.com/player/15192/marek-slovak,2023-2024,slovakia,Marek Slovák (C),C
Cooper Zech (D),HC Kosice,32,3,15,18,0.56,10,13,https://www.eliteprospects.com/player/311056/cooper-zech,2023-2024,slovakia,Cooper Zech (D),D
David Mudrak (D),HKM Zvolen,41,3,15,18,0.44,115,2,https://www.eliteprospects.com/player/388238/david-mudrak,2023-2024,slovakia,David Mudrak (D),D
Timotej Sille (C/W),HC Slovan Bratislava,34,9,8,17,0.50,8,-1,https://www.eliteprospects.com/player/155114/timotej-sille,2023-2024,slovakia,Timotej Sille (C/W),C/W
David Buc (C/LW),HK Dukla Michalovce,40,7,10,17,0.43,8,4,https://www.eliteprospects.com/player/10606/david-buc,2023-2024,slovakia,David Buc (C/LW),C/LW
Roman Faith (LW),HC Banska Bystrica,48,6,11,17,0.35,32,-1,https://www.eliteprospects.com/player/553945/roman-faith,2023-2024,slovakia,Roman Faith (LW),LW
Ben Betker (D),HK Poprad,42,2,15,17,0.40,86,17,https://www.eliteprospects.com/player/102378/ben-betker,2023-2024,slovakia,Ben Betker (D),D
Milos Bubela (C/RW),HK Nitra,48,9,7,16,0.33,34,-14,https://www.eliteprospects.com/player/96761/milos-bubela,2023-2024,slovakia,Milos Bubela (C/RW),C/RW
Matus Palocko (LW),HK Dukla Michalovce,40,8,8,16,0.40,18,9,https://www.eliteprospects.com/player/83455/matus-palocko,2023-2024,slovakia,Matus Palocko (LW),LW
Roman Zitny (RW/LW),totals,45,8,8,16,0.36,8,-19,https://www.eliteprospects.com/player/223456/roman-zitny,2023-2024,slovakia,Roman Zitny (RW/LW),RW/LW
Samuel Solenský (C/RW),HK Dukla Michalovce,41,7,9,16,0.39,6,4,https://www.eliteprospects.com/player/191362/samuel-solensky,2023-2024,slovakia,Samuel Solenský (C/RW),C/RW
Mário Lunter (LW/RW),HC Kosice,46,6,10,16,0.35,26,7,https://www.eliteprospects.com/player/89437/mario-lunter,2023-2024,slovakia,Mário Lunter (LW/RW),LW/RW
Marek Viedensky (C),HKM Zvolen,27,5,11,16,0.59,10,3,https://www.eliteprospects.com/player/17752/marek-viedensky,2023-2024,slovakia,Marek Viedensky (C),C
Jakub Sukel (RW),HK 32 Liptovsky Mikulas,44,5,11,16,0.36,12,-8,https://www.eliteprospects.com/player/177053/jakub-sukel,2023-2024,slovakia,Jakub Sukel (RW),RW
Miroslav Preisinger (C),HC Slovan Bratislava,41,3,13,16,0.39,31,-5,https://www.eliteprospects.com/player/19361/miroslav-preisinger,2023-2024,slovakia,Miroslav Preisinger (C),C
Alexander Peresunko (RW/LW),HK Poprad,27,7,8,15,0.56,6,1,https://www.eliteprospects.com/player/385918/alexander-peresunko,2023-2024,slovakia,Alexander Peresunko (RW/LW),RW/LW
Daniil Fominykh (RW),HC Slovan Bratislava,37,6,9,15,0.41,4,-1,https://www.eliteprospects.com/player/332213/daniil-fominykh,2023-2024,slovakia,Daniil Fominykh (RW),RW
Jakub Suja (LW/C),HK Dukla Michalovce,44,6,9,15,0.34,16,8,https://www.eliteprospects.com/player/15196/jakub-suja,2023-2024,slovakia,Jakub Suja (LW/C),LW/C
Yuri Sergiyenko (D),HC 19 Humenné,47,6,9,15,0.32,12,-19,https://www.eliteprospects.com/player/154466/yuri-sergiyenko,2023-2024,slovakia,Yuri Sergiyenko (D),D
Patrik Lamper (LW/RW),HC Kosice,37,10,4,14,0.38,49,5,https://www.eliteprospects.com/player/89373/patrik-lamper,2023-2024,slovakia,Patrik Lamper (LW/RW),LW/RW
Samson Mahbod (RW/C),HC Slovan Bratislava,17,8,6,14,0.82,18,-3,https://www.eliteprospects.com/player/23124/samson-mahbod,2023-2024,slovakia,Samson Mahbod (RW/C),RW/C
Severi Lahtinen (RW/LW),HK 32 Liptovsky Mikulas,24,5,9,14,0.58,10,-5,https://www.eliteprospects.com/player/223144/severi-lahtinen,2023-2024,slovakia,Severi Lahtinen (RW/LW),RW/LW
David Okolicany (RW),HK Nitra,47,5,9,14,0.30,41,10,https://www.eliteprospects.com/player/223454/david-okolicany,2023-2024,slovakia,David Okolicany (RW),RW
Nerijus Alisauskas (D),HK Spisska Nova Ves,50,2,12,14,0.28,51,13,https://www.eliteprospects.com/player/49559/nerijus-alisauskas,2023-2024,slovakia,Nerijus Alisauskas (D),D
Shawn Lalonde (D),totals,22,1,13,14,0.64,60,1,https://www.eliteprospects.com/player/11246/shawn-lalonde,2023-2024,slovakia,Shawn Lalonde (D),D
Tomas Hrnka (C),HK Nitra,38,9,4,13,0.34,20,-6,https://www.eliteprospects.com/player/93311/tomas-hrnka,2023-2024,slovakia,Tomas Hrnka (C),C
Jan Petriska (RW),HC Banska Bystrica,43,7,6,13,0.30,47,-10,https://www.eliteprospects.com/player/473343/jan-petriska,2023-2024,slovakia,Jan Petriska (RW),RW
Michael Drábek (RW),totals,41,6,7,13,0.32,8,-3,https://www.eliteprospects.com/player/292692/michael-drabek,2023-2024,slovakia,Michael Drábek (RW),RW
Luke Adam (C/LW),HC Banska Bystrica,21,5,8,13,0.62,14,-7,https://www.eliteprospects.com/player/13785/luke-adam,2023-2024,slovakia,Luke Adam (C/LW),C/LW
Juraj Mikus (C/RW),totals,41,5,8,13,0.32,37,-2,https://www.eliteprospects.com/player/9250/juraj-mikus,2023-2024,slovakia,Juraj Mikus (C/RW),C/RW
Matus Havrila (C),HC Kosice,44,4,9,13,0.30,32,11,https://www.eliteprospects.com/player/313739/matus-havrila,2023-2024,slovakia,Matus Havrila (C),C
Marko Stacha (D),HK Nitra,38,3,10,13,0.34,32,14,https://www.eliteprospects.com/player/477207/marko-stacha,2023-2024,slovakia,Marko Stacha (D),D
Dominik Borov (C),HC 19 Humenné,41,3,10,13,0.32,10,-5,https://www.eliteprospects.com/player/342374/dominik-borov,2023-2024,slovakia,Dominik Borov (C),C
Jens Olsson (D),HC Kosice,48,3,10,13,0.27,47,11,https://www.eliteprospects.com/player/2360/jens-olsson,2023-2024,slovakia,Jens Olsson (D),D
Martin Kriska (RW),totals,40,2,11,13,0.33,14,-9,https://www.eliteprospects.com/player/45932/martin-kriska,2023-2024,slovakia,Martin Kriska (RW),RW
Jakub Kolenic (RW),HKM Zvolen,48,2,11,13,0.27,6,9,https://www.eliteprospects.com/player/473352/jakub-kolenic,2023-2024,slovakia,Jakub Kolenic (RW),RW
Alex Výhonský (RW/C),totals,46,6,6,12,0.26,31,-7,https://www.eliteprospects.com/player/195813/alex-vyhonsky,2023-2024,slovakia,Alex Výhonský (RW/C),RW/C
Zach O'Brien (C/RW),HC Slovan Bratislava,16,5,7,12,0.75,4,0,https://www.eliteprospects.com/player/44601/zach-o-brien,2023-2024,slovakia,Zach O'Brien (C/RW),C/RW
Samuel Mlynarovic (RW),HK Poprad,34,5,7,12,0.35,96,11,https://www.eliteprospects.com/player/17734/samuel-mlynarovic,2023-2024,slovakia,Samuel Mlynarovic (RW),RW
Jozef Sládok (D),HKM Zvolen,40,5,7,12,0.30,106,6,https://www.eliteprospects.com/player/15391/jozef-sladok,2023-2024,slovakia,Jozef Sládok (D),D
Michal Sersen (D),HC Slovan Bratislava,32,4,8,12,0.38,16,6,https://www.eliteprospects.com/player/23857/michal-sersen,2023-2024,slovakia,Michal Sersen (D),D
Peter Hrasko (D),HK 32 Liptovsky Mikulas,47,4,8,12,0.26,20,-6,https://www.eliteprospects.com/player/34745/peter-hrasko,2023-2024,slovakia,Peter Hrasko (D),D
Branislav Kubka (D),totals,50,4,8,12,0.24,36,18,https://www.eliteprospects.com/player/56384/branislav-kubka,2023-2024,slovakia,Branislav Kubka (D),D
Boris Brincko (D),HK Poprad,46,3,9,12,0.26,6,13,https://www.eliteprospects.com/player/334892/boris-brincko,2023-2024,slovakia,Boris Brincko (D),D
Eduard Simun (C),HC Kosice,46,3,9,12,0.26,29,-2,https://www.eliteprospects.com/player/151739/eduard-simun,2023-2024,slovakia,Eduard Simun (C),C
Jakub Melisko (D),HC 19 Humenné,50,3,9,12,0.24,12,-19,https://www.eliteprospects.com/player/168650/jakub-melisko,2023-2024,slovakia,Jakub Melisko (D),D
Tomas Matousek (LW),HC Banska Bystrica,37,2,10,12,0.32,61,4,https://www.eliteprospects.com/player/66012/tomas-matousek,2023-2024,slovakia,Tomas Matousek (LW),LW
Jakub Minárik (C),HC Slovan Bratislava,19,6,5,11,0.58,4,2,https://www.eliteprospects.com/player/332980/jakub-minarik,2023-2024,slovakia,Jakub Minárik (C),C
Michal Uhrík (LW/C),HK 32 Liptovsky Mikulas,35,6,5,11,0.31,26,-1,https://www.eliteprospects.com/player/58003/michal-uhrik,2023-2024,slovakia,Michal Uhrík (LW/C),LW/C
Jarid Lukosevicius (RW),HKM Zvolen,10,5,6,11,1.10,12,4,https://www.eliteprospects.com/player/102225/jarid-lukosevicius,2023-2024,slovakia,Jarid Lukosevicius (RW),RW
Marek Bartánus (RW/LW),HC Kosice,29,4,7,11,0.38,12,9,https://www.eliteprospects.com/player/10608/marek-bartanus,2023-2024,slovakia,Marek Bartánus (RW/LW),RW/LW
Marek Korencik (D),totals,41,4,7,11,0.27,20,6,https://www.eliteprospects.com/player/275731/marek-korencik,2023-2024,slovakia,Marek Korencik (D),D
Eduard Sedivy (D),HC Kosice,44,2,9,11,0.25,28,8,https://www.eliteprospects.com/player/48066/eduard-sedivy,2023-2024,slovakia,Eduard Sedivy (D),D
Matej Baca (D),HK Nitra,50,2,9,11,0.22,59,0,https://www.eliteprospects.com/player/177047/matej-baca,2023-2024,slovakia,Matej Baca (D),D
Kirill Dyakov (D),HC 19 Humenné,36,1,10,11,0.31,30,-14,https://www.eliteprospects.com/player/77147/kirill-dyakov,2023-2024,slovakia,Kirill Dyakov (D),D
Oliver Turan (D),HK Poprad,48,1,10,11,0.23,38,15,https://www.eliteprospects.com/player/388196/oliver-turan,2023-2024,slovakia,Oliver Turan (D),D
Andrej Golian (D),HC Slovan Bratislava,47,0,11,11,0.23,32,-2,https://www.eliteprospects.com/player/423750/andrej-golian,2023-2024,slovakia,Andrej Golian (D),D
Karol Csányi (LW),HKM Zvolen,46,5,5,10,0.22,56,-3,https://www.eliteprospects.com/player/57939/karol-csanyi,2023-2024,slovakia,Karol Csányi (LW),LW
Jakub Urbanek (C/RW),HK Poprad,29,4,6,10,0.34,26,-2,https://www.eliteprospects.com/player/275263/jakub-urbanek,2023-2024,slovakia,Jakub Urbanek (C/RW),C/RW
Patrick Newell (W/C),HK Nitra,16,3,7,10,0.63,2,9,https://www.eliteprospects.com/player/146117/patrick-newell,2023-2024,slovakia,Patrick Newell (W/C),W/C
Martin Krajnak (C),HC 19 Humenné,45,3,7,10,0.22,18,-14,https://www.eliteprospects.com/player/208867/martin-krajnak,2023-2024,slovakia,Martin Krajnak (C),C
Marek Hudec (D),HK Dukla Trencin,41,2,8,10,0.24,12,-8,https://www.eliteprospects.com/player/157998/marek-hudec,2023-2024,slovakia,Marek Hudec (D),D
Ivan Glazkov (D),HC 19 Humenné,24,1,9,10,0.42,14,-7,https://www.eliteprospects.com/player/43819/ivan-glazkov,2023-2024,slovakia,Ivan Glazkov (D),D
Andrej Hatala (D),HC Nove Zamky,37,0,10,10,0.27,51,0,https://www.eliteprospects.com/player/158000/andrej-hatala,2023-2024,slovakia,Andrej Hatala (D),D
Dominik Jendek (C/RW),HK Poprad,32,6,3,9,0.28,6,-4,https://www.eliteprospects.com/player/473321/dominik-jendek,2023-2024,slovakia,Dominik Jendek (C/RW),C/RW
Hugo Kovac (RW),HC Nove Zamky,47,5,4,9,0.19,6,-4,https://www.eliteprospects.com/player/473430/hugo-kovac,2023-2024,slovakia,Hugo Kovac (RW),RW
Andrej Krajcovic (F),HK Dukla Trencin,49,5,4,9,0.18,41,-6,https://www.eliteprospects.com/player/552395/andrej-krajcovic,2023-2024,slovakia,Andrej Krajcovic (F),F
Branislav Rapac (RW/LW),HK Spisska Nova Ves,22,4,5,9,0.41,22,-11,https://www.eliteprospects.com/player/98032/branislav-rapac,2023-2024,slovakia,Branislav Rapac (RW/LW),RW/LW
Ben Johnson (C),HC Nove Zamky,33,4,5,9,0.27,18,-16,https://www.eliteprospects.com/player/94248/ben-johnson,2023-2024,slovakia,Ben Johnson (C),C
Denis Parshin (RW),HC 19 Humenné,19,3,6,9,0.47,10,-9,https://www.eliteprospects.com/player/9588/denis-parshin,2023-2024,slovakia,Denis Parshin (RW),RW
Petr Senkerik (D),HC Banska Bystrica,19,3,6,9,0.47,37,4,https://www.eliteprospects.com/player/34802/petr-senkerik,2023-2024,slovakia,Petr Senkerik (D),D
Samuel Hain (D),HKM Zvolen,42,3,6,9,0.21,33,-2,https://www.eliteprospects.com/player/229186/samuel-hain,2023-2024,slovakia,Samuel Hain (D),D
Filip Vasas (RW),HK Dukla Michalovce,44,3,6,9,0.20,24,8,https://www.eliteprospects.com/player/249543/filip-vasas,2023-2024,slovakia,Filip Vasas (RW),RW
Richard Ondrusek (D/F),HC Nove Zamky,50,3,6,9,0.18,12,-13,https://www.eliteprospects.com/player/230743/richard-ondrusek,2023-2024,slovakia,Richard Ondrusek (D/F),D/F
Bode Wilde (D),HC Banska Bystrica,21,2,7,9,0.43,10,-13,https://www.eliteprospects.com/player/283932/bode-wilde,2023-2024,slovakia,Bode Wilde (D),D
Valeri Vasilyev (D),HK 32 Liptovsky Mikulas,26,2,7,9,0.35,16,-2,https://www.eliteprospects.com/player/123080/valeri-vasilyev,2023-2024,slovakia,Valeri Vasilyev (D),D
Jakub Cibak (D),HK Dukla Michalovce,38,2,7,9,0.24,71,15,https://www.eliteprospects.com/player/304254/jakub-cibak,2023-2024,slovakia,Jakub Cibak (D),D
Christian Michalcin (D),HK Dukla Michalovce,46,2,7,9,0.20,16,6,https://www.eliteprospects.com/player/252416/christian-michalcin,2023-2024,slovakia,Christian Michalcin (D),D
Frederik Fekiac (D),HK 32 Liptovsky Mikulas,49,2,7,9,0.18,16,-5,https://www.eliteprospects.com/player/201647/frederik-fekiac,2023-2024,slovakia,Frederik Fekiac (D),D
Jake Cardwell (D),HK Poprad,13,1,8,9,0.69,4,11,https://www.eliteprospects.com/player/37730/jake-cardwell,2023-2024,slovakia,Jake Cardwell (D),D
Daniel Brejcak (D),HK Poprad,48,0,9,9,0.19,24,1,https://www.eliteprospects.com/player/41793/daniel-brejcak,2023-2024,slovakia,Daniel Brejcak (D),D
Alexandre Fortin (C/W),HKM Zvolen,12,4,4,8,0.67,0,-1,https://www.eliteprospects.com/player/213752/alexandre-fortin,2023-2024,slovakia,Alexandre Fortin (C/W),C/W
Jakub Zilka (LW),HK 32 Liptovsky Mikulas,46,4,4,8,0.17,45,4,https://www.eliteprospects.com/player/152272/jakub-zilka,2023-2024,slovakia,Jakub Zilka (LW),LW
Patrik Rogon (RW),HC Kosice,50,3,5,8,0.16,20,-7,https://www.eliteprospects.com/player/196244/patrik-rogon,2023-2024,slovakia,Patrik Rogon (RW),RW
Peter Kundrik (LW/C),HK Poprad,24,2,6,8,0.33,35,7,https://www.eliteprospects.com/player/275002/peter-kundrik,2023-2024,slovakia,Peter Kundrik (LW/C),LW/C
Juraj Valach (D),HK Spisska Nova Ves,43,2,6,8,0.19,53,-4,https://www.eliteprospects.com/player/9294/juraj-valach,2023-2024,slovakia,Juraj Valach (D),D
Jakub Ferenc (D),HC Kosice,43,2,6,8,0.19,63,8,https://www.eliteprospects.com/player/163271/jakub-ferenc,2023-2024,slovakia,Jakub Ferenc (D),D
